"year";"month";"surface";"city";"district";"street";"n.rooms";"floor";"construction.date";"type";"offer.price";"transaction.price";"m2.price";"condition";"lat";"lon"
2007;12;51;"Warszawa";"Srodmiescie";"Nowogrodzka";2;1;1970;NA;660000;660000;12941;"bardzo dobry";52,229472;21,007614
2007;12;52;"Warszawa";"Mokotow";"Korczynska";3;3;1974;"spoldzielcze";NA;380000;7308;"bardzo dobry";52,1981354;21,0175189
2007;12;52;"Warszawa";"Ochota";"Rokosowska";2;2;1956;"hipoteczne";NA;390000;7500;"do remontu";52,2258178;20,9907105
2007;12;57;"Warszawa";"Mokotow";"Bobrowiecka";2;2;2006;NA;582000;582000;10211;"do wykonczenia";52,1981354;21,0175189
2007;12;58;"Warszawa";"Bielany";"Lindego";3;NA;1967;"hipoteczne";NA;380000;6552;"do remontu";52,271139;20,950025
2007;12;58;"Warszawa";"Praga Poludnie";"Grochowska";2;2;2004;NA;475000;475000;8190;"bardzo dobry";52,2434082;21,0859957
2007;12;59;"Warszawa";"Ursynow";"Na Uboczu";3;5;1980;"spoldzielcze";456000;437000;7345;"dobry";52,1546202;21,0339492
2007;12;62;"Warszawa";"Mokotow";"Bernardynska";2;3;2004;"hipoteczne";615500;615500;9927;"bardzo dobry";52,1981354;21,0175189
2007;12;62;"Warszawa";"Praga Poludnie";"Komorska";3;8;1978;"spoldzielcze";360000;360000;5806;"dobry";52,2434082;21,0859957
2007;12;68;"Warszawa";"Wlochy";"Fasolowa";3;NA;2001;"spoldzielcze";NA;470000;6912;"dobry";52,206102;20,914725
2007;12;70;"Warszawa";"Praga Poludnie";"Ostrobramska";4;4;1978;"spoldzielcze";508000;480000;6857;"dobry";52,2434082;21,0859957
2007;12;77;"Warszawa";"Ochota";"Bialobrzeska";3;1;2000;"hipoteczne";820000;810000;10519;NA;52,2258178;20,9907105
2007;12;82;"Warszawa";"Mokotow";"Pulawska";2;1;1935;NA;930000;930000;11341;"do wykonczenia";52,1981354;21,0175189
2007;12;88;"Warszawa";"Mokotow";"Bukowinska";3;7;2000;NA;865000;865000;9830;"bardzo dobry";52,1981354;21,0175189
2007;12;106;"Warszawa";"Srodmiescie";"Hoza";3;2;1930;"hipoteczne";880000;830000;7830;"dobry";52,229472;21,007614
2007;12;132;"Warszawa";"Wilanow";"Sarmacka";5;3;2006;"hipoteczne";1150000;1050000;7955;"do wykonczenia";52,1612492;21,0907702
