"Q3";"Q9";"Q16_Part_1";"Q16_Part_2"
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"0-10,000";"Python";"R"
"India";"100-125,000";"Python";"R"
"Thailand";"20-30,000";"Python";""
"Other";"70-80,000";"Python";""
"United States of America";"";"Python";""
"United States of America";"90-100,000";"Python";"R"
"United States of America";"200-250,000";"Python";"R"
"India";"0-10,000";"Python";""
"United States of America";"70-80,000";"Python";"R"
"Other";"0-10,000";"Python";""
"Norway";"80-90,000";"Python";"R"
"India";"0-10,000";"Python";""
"Other";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Other";"20-30,000";"Python";""
"United States of America";"0-10,000";"Python";""
"Spain";"20-30,000";"Python";"R"
"Belgium";"";"Python";""
"Bangladesh";"";"";""
"India";"10-20,000";"Python";""
"Japan";"80-90,000";"Python";""
"United States of America";"10-20,000";"Python";""
"New Zealand";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Israel";"40-50,000";"Python";"R"
"Belgium";"";"Python";""
"Turkey";"10-20,000";"Python";""
"South Korea";"50-60,000";"Python";""
"Russia";"30-40,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Singapore";"50-60,000";"Python";"R"
"South Korea";"";"Python";"R"
"United States of America";"10-20,000";"Python";""
"United States of America";"125-150,000";"Python";""
"India";"40-50,000";"Python";""
"United States of America";"125-150,000";"Python";"R"
"Kenya";"10-20,000";"Python";""
"Brazil";"20-30,000";"Python";""
"Austria";"80-90,000";"Python";""
"Republic of Korea";"0-10,000";"Python";""
"United States of America";"80-90,000";"";"R"
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";"R"
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"United States of America";"100-125,000";"Python";""
"Japan";"100-125,000";"Python";""
"Other";"10-20,000";"";""
"United States of America";"100-125,000";"Python";"R"
"Canada";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Australia";"0-10,000";"";"R"
"United States of America";"60-70,000";"Python";"R"
"Russia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";"R"
"Bangladesh";"0-10,000";"Python";""
"I do not wish to disclose my location";"0-10,000";"Python";""
"Mexico";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"60-70,000";"Python";""
"United States of America";"150-200,000";"Python";""
"Spain";"40-50,000";"";""
"South Korea";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Philippines";"10-20,000";"";""
"Viet Nam";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"125-150,000";"Python";"R"
"Other";"40-50,000";"";""
"Other";"I do not wish to disclose my approximate yearly compensation";"";""
"Switzerland";"100-125,000";"Python";""
"Nigeria";"0-10,000";"";"R"
"India";"0-10,000";"Python";""
"Iran, Islamic Republic of...";"0-10,000";"";""
"I do not wish to disclose my location";"";"";""
"South Korea";"20-30,000";"Python";""
"China";"0-10,000";"";""
"Japan";"80-90,000";"Python";""
"India";"0-10,000";"Python";""
"Indonesia";"10-20,000";"";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Poland";"10-20,000";"Python";""
"South Africa";"20-30,000";"Python";""
"United States of America";"";"Python";"R"
"United States of America";"150-200,000";"Python";""
"United States of America";"30-40,000";"Python";""
"Other";"0-10,000";"Python";""
"Indonesia";"0-10,000";"Python";""
"India";"20-30,000";"Python";"R"
"Russia";"10-20,000";"Python";""
"Malaysia";"0-10,000";"Python";""
"Australia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"China";"10-20,000";"Python";"R"
"India";"90-100,000";"Python";"R"
"Singapore";"";"Python";"R"
"United Kingdom of Great Britain and Northern Ireland";"10-20,000";"Python";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"100-125,000";"";""
"Israel";"30-40,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Singapore";"10-20,000";"Python";""
"United States of America";"10-20,000";"Python";""
"Singapore";"50-60,000";"";""
"Russia";"0-10,000";"Python";""
"Other";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Other";"0-10,000";"";""
"United States of America";"100-125,000";"";"R"
"Russia";"20-30,000";"";""
"Canada";"0-10,000";"Python";"R"
"Bangladesh";"";"Python";""
"Russia";"10-20,000";"Python";""
"Iran, Islamic Republic of...";"100-125,000";"Python";"R"
"South Africa";"";"Python";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"125-150,000";"Python";"R"
"United States of America";"I do not wish to disclose my approximate yearly compensation";"";""
"Netherlands";"40-50,000";"";"R"
"South Africa";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Thailand";"";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"China";"40-50,000";"Python";""
"Pakistan";"0-10,000";"";"R"
"Russia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Russia";"20-30,000";"Python";""
"Japan";"60-70,000";"Python";"R"
"Australia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"150-200,000";"Python";""
"Hong Kong (S.A.R.)";"50-60,000";"";""
"Hong Kong (S.A.R.)";"20-30,000";"";"R"
"Japan";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"100-125,000";"Python";""
"Japan";"80-90,000";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"80-90,000";"Python";""
"Iran, Islamic Republic of...";"0-10,000";"";"R"
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"";"Python";"R"
"Russia";"0-10,000";"Python";""
"Israel";"20-30,000";"Python";""
"India";"150-200,000";"Python";"R"
"Singapore";"0-10,000";"Python";"R"
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Denmark";"";"";"R"
"United States of America";"";"Python";"R"
"Other";"10-20,000";"Python";"R"
"United Kingdom of Great Britain and Northern Ireland";"90-100,000";"Python";""
"Turkey";"0-10,000";"Python";""
"Russia";"20-30,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Other";"20-30,000";"Python";"R"
"India";"0-10,000";"";""
"United States of America";"250-300,000";"Python";"R"
"United States of America";"90-100,000";"Python";"R"
"Turkey";"10-20,000";"Python";"R"
"Ukraine";"30-40,000";"Python";"R"
"China";"10-20,000";"Python";"R"
"Bangladesh";"20-30,000";"Python";""
"Poland";"30-40,000";"Python";""
"Other";"30-40,000";"Python";""
"Germany";"60-70,000";"Python";""
"Indonesia";"";"";""
"France";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"China";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"France";"50-60,000";"Python";""
"United States of America";"150-200,000";"Python";""
"United States of America";"0-10,000";"Python";"R"
"Spain";"80-90,000";"Python";"R"
"India";"0-10,000";"Python";""
"Germany";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"150-200,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Italy";"40-50,000";"Python";"R"
"United States of America";"I do not wish to disclose my approximate yearly compensation";"";""
"Belgium";"150-200,000";"Python";"R"
"Finland";"40-50,000";"Python";"R"
"United States of America";"200-250,000";"Python";""
"Italy";"20-30,000";"Python";""
"Pakistan";"I do not wish to disclose my approximate yearly compensation";"Python";""
"South Korea";"";"Python";"R"
"China";"10-20,000";"Python";"R"
"Spain";"30-40,000";"Python";"R"
"South Africa";"30-40,000";"Python";""
"Other";"0-10,000";"Python";"R"
"Russia";"10-20,000";"Python";""
"South Korea";"";"Python";"R"
"United States of America";"80-90,000";"";""
"Bangladesh";"I do not wish to disclose my approximate yearly compensation";"";""
"Israel";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Russia";"20-30,000";"Python";""
"Russia";"10-20,000";"";""
"Israel";"20-30,000";"";"R"
"Italy";"20-30,000";"Python";""
"Germany";"I do not wish to disclose my approximate yearly compensation";"";"R"
"Other";"I do not wish to disclose my approximate yearly compensation";"";"R"
"Germany";"50-60,000";"Python";"R"
"Russia";"20-30,000";"";""
"China";"0-10,000";"Python";""
"Netherlands";"40-50,000";"";"R"
"Poland";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Ukraine";"I do not wish to disclose my approximate yearly compensation";"Python";""
"China";"60-70,000";"Python";""
"United States of America";"70-80,000";"Python";""
"Germany";"40-50,000";"Python";""
"Germany";"70-80,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Ukraine";"0-10,000";"Python";""
"Kenya";"0-10,000";"Python";""
"France";"30-40,000";"Python";"R"
"Russia";"";"Python";""
"Ukraine";"10-20,000";"Python";""
"China";"0-10,000";"Python";""
"Russia";"10-20,000";"Python";""
"Kenya";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Thailand";"30-40,000";"Python";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Iran, Islamic Republic of...";"I do not wish to disclose my approximate yearly compensation";"";""
"Colombia";"0-10,000";"Python";""
"Romania";"20-30,000";"";""
"United Kingdom of Great Britain and Northern Ireland";"90-100,000";"Python";""
"Israel";"10-20,000";"Python";"R"
"Other";"";"";""
"Other";"70-80,000";"";"R"
"Norway";"I do not wish to disclose my approximate yearly compensation";"Python";""
"China";"0-10,000";"Python";""
"United States of America";"150-200,000";"";""
"India";"10-20,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Australia";"125-150,000";"Python";"R"
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"South Africa";"90-100,000";"Python";"R"
"France";"70-80,000";"Python";""
"Turkey";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Other";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Germany";"";"";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"United States of America";"125-150,000";"Python";""
"Sweden";"20-30,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"South Africa";"0-10,000";"Python";"R"
"Other";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"Spain";"10-20,000";"Python";""
"Denmark";"80-90,000";"Python";"R"
"India";"0-10,000";"Python";""
"United States of America";"";"Python";"R"
"Ukraine";"";"Python";""
"Poland";"60-70,000";"Python";"R"
"India";"10-20,000";"Python";""
"Russia";"20-30,000";"Python";""
"Other";"0-10,000";"Python";"R"
"Hong Kong (S.A.R.)";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"40-50,000";"Python";""
"Austria";"50-60,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Ukraine";"20-30,000";"";"R"
"India";"";"";""
"Italy";"50-60,000";"";""
"Other";"10-20,000";"Python";""
"Morocco";"0-10,000";"";""
"Greece";"20-30,000";"Python";""
"Singapore";"40-50,000";"Python";""
"Belarus";"50-60,000";"Python";""
"Singapore";"100-125,000";"";""
"Germany";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Other";"10-20,000";"Python";""
"Singapore";"50-60,000";"";""
"Romania";"0-10,000";"Python";""
"Greece";"20-30,000";"";""
"South Africa";"0-10,000";"Python";"R"
"Nigeria";"0-10,000";"";""
"Other";"0-10,000";"Python";""
"Germany";"60-70,000";"Python";""
"Norway";"125-150,000";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Singapore";"100-125,000";"Python";""
"Japan";"40-50,000";"Python";""
"Italy";"30-40,000";"Python";"R"
"Germany";"70-80,000";"Python";""
"Netherlands";"80-90,000";"Python";""
